,name,latitude,longitude,coordinates
2676,Cicero & 24th Place,41.84683036899997,-87.74398124700002,"(41.84683036899997, -87.74398124700002)"
2677,Cicero & Cermak,41.85082587300002,-87.744294443,"(41.85082587300002, -87.744294443)"
2678,Cermak & Cicero (Pink Line),41.85140361600003,-87.744538175,"(41.85140361600003, -87.744538175)"
2679,16th Street & 47th Court Terminal,41.858260594,-87.743422479,"(41.858260594, -87.743422479)"
2680,Roosevelt & Cicero,41.86582566300001,-87.74439834100002,"(41.86582566300001, -87.74439834100002)"
2681,Cicero Blue Line Station,41.87161395499999,-87.74506329000002,"(41.87161395499999, -87.74506329000002)"
2682,Cicero & Congress Parkway,41.87409700000001,-87.74490100000003,"(41.87409700000001, -87.74490100000003)"
2683,Chicago & Cicero,41.89490566799998,-87.745936895,"(41.89490566799998, -87.745936895)"
2684,Chicago & Kilpatrick,41.89513011700001,-87.74341427799999,"(41.89513011700001, -87.74341427799999)"
2685,Cicero & Iowa,41.89677,-87.745765,"(41.89677, -87.745765)"
2686,North Ave & Kilpatrick,41.90976800599998,-87.74330273300001,"(41.90976800599998, -87.74330273300001)"
2687,Cicero & Grand,41.91417159700001,-87.74613314099997,"(41.91417159700001, -87.74613314099997)"
2688,Cicero & Dickens,41.91869598400001,-87.74602329700002,"(41.91869598400001, -87.74602329700002)"
2689,Cicero & Palmer,41.92041722900001,-87.74634636299999,"(41.92041722900001, -87.74634636299999)"
2690,Milwaukee & Kenton,41.95020617400002,-87.74194833899998,"(41.95020617400002, -87.74194833899998)"
2691,4720 W Foster,41.97543179799999,-87.74629582900002,"(41.97543179799999, -87.74629582900002)"
2692,4659 W Foster,41.97529999599999,-87.74569986199998,"(41.97529999599999, -87.74569986199998)"
2693,79th Street & Cicero,41.74924459599998,-87.74100695200002,"(41.74924459599998, -87.74100695200002)"
2694,73rd Street & Cicero,41.76006254999999,-87.74215435600001,"(41.76006254999999, -87.74215435600001)"
2695,Cicero & 65th Street,41.77503051299999,-87.741993047,"(41.77503051299999, -87.741993047)"
2696,Cicero & 63rd Street,41.77820562599999,-87.74212167299999,"(41.77820562599999, -87.74212167299999)"
2697,55th Street & Kilpatrick,41.79294408599998,-87.73991155599998,"(41.79294408599998, -87.73991155599998)"
2698,47th Street & Kilpatrick,41.80774394000002,-87.74062181099998,"(41.80774394000002, -87.74062181099998)"
2699,47th Street & Knox,41.80759010600002,-87.73963141799999,"(41.80759010600002, -87.73963141799999)"
2700,4630 W 26th Street,41.84405666100002,-87.74063537500001,"(41.84405666100002, -87.74063537500001)"
2701,Cermak & 47th Avenue,41.85118803500001,-87.742009639,"(41.85118803500001, -87.742009639)"
2702,4632 W Cermak,41.85122159500003,-87.740264142,"(41.85122159500003, -87.740264142)"
2703,Jackson & Kenton,41.87696545799997,-87.74069587600002,"(41.87696545799997, -87.74069587600002)"
2704,Division & Kolmar,41.902537086,-87.73980290200001,"(41.902537086, -87.73980290200001)"
2705,Fullerton & Kenton,41.92424299999999,-87.74161200100002,"(41.92424299999999, -87.74161200100002)"
2706,Diversey & Kolmar,41.931542928,-87.74064724700003,"(41.931542928, -87.74064724700003)"
2707,Diversey & Kilbourn,41.93156499999998,-87.73935,"(41.93156499999998, -87.73935)"
2708,Oakton & Kilbourn,42.02619800100001,-87.74020299900002,"(42.02619800100001, -87.74020299900002)"
2709,87th Street & Kenton,41.73472498699999,-87.735898115,"(41.73472498699999, -87.735898115)"
2710,59th Street & Kilbourn,41.78586640700001,-87.73502955700002,"(41.78586640700001, -87.73502955700002)"
2711,4537 W 26th Street,41.844116654,-87.73738842699998,"(41.844116654, -87.73738842699998)"
2712,Harrison & Kostner,41.87377474700003,-87.73569931499998,"(41.87377474700003, -87.73569931499998)"
2713,Madison & Kilbourn,41.88069234900001,-87.73822747000003,"(41.88069234900001, -87.73822747000003)"
2714,Milwaukee & Waveland,41.94742828199998,-87.73726086200003,"(41.94742828199998, -87.73726086200003)"
2715,Milwaukee & Kostner,41.948029281,-87.73828723399998,"(41.948029281, -87.73828723399998)"
2716,Montrose & Kostner,41.96087985499997,-87.73830615499998,"(41.96087985499997, -87.73830615499998)"
2717,Archer & Kostner,41.80027989899997,-87.73309783100001,"(41.80027989899997, -87.73309783100001)"
2718,31st Street & Kostner,41.83640783599998,-87.734345797,"(41.83640783599998, -87.734345797)"
2719,26th Street & Kostner,41.84404841999998,-87.73441593400003,"(41.84404841999998, -87.73441593400003)"
2720,Cermak & Kolin,41.85128087200002,-87.73243775399999,"(41.85128087200002, -87.73243775399999)"
2721,16th Street & Kostner,41.85864458399999,-87.73489557699997,"(41.85864458399999, -87.73489557699997)"
2722,Congress & Kildare,41.87434644400003,-87.73270301399998,"(41.87434644400003, -87.73270301399998)"
2723,Grand & Kildare,41.90910115100002,-87.73364264600002,"(41.90910115100002, -87.73364264600002)"
2724,Montrose & Keeler,41.96096347899999,-87.73265308999999,"(41.96096347899999, -87.73265308999999)"
2725,Foster & Tripp,41.97539629400001,-87.73447121999999,"(41.97539629400001, -87.73447121999999)"
2726,Oakton & Keeler,42.02619800000002,-87.73280199999999,"(42.02619800000002, -87.73280199999999)"
2727,63rd Street & Kildare,41.77869800000002,-87.72988799900003,"(41.77869800000002, -87.72988799900003)"
2728,63rd Street & Keeler,41.77866394400002,-87.727936124,"(41.77866394400002, -87.727936124)"
2729,31st Street & Keeler,41.83690304599997,-87.729463356,"(41.83690304599997, -87.729463356)"
2730,16th Street & Keeler,41.85874081100002,-87.72993695100001,"(41.85874081100002, -87.72993695100001)"
2731,Roosevelt & Keeler,41.86603220400002,-87.72981933699998,"(41.86603220400002, -87.72981933699998)"
2732,Congress & Keeler,41.874386206,-87.73061408799998,"(41.874386206, -87.73061408799998)"
2733,Madison & Karlov,41.88059058200002,-87.72786001499998,"(41.88059058200002, -87.72786001499998)"
2734,Chicago & Karlov,41.89537798499998,-87.72842914099999,"(41.89537798499998, -87.72842914099999)"
2735,Armitage & Karlov,41.91719113099998,-87.72880240799998,"(41.91719113099998, -87.72880240799998)"
2736,Milwaukee & Karlov,41.94266861699998,-87.729887958,"(41.94266861699998, -87.729887958)"
2737,Foster & Jewel Prking Ent,41.975600106,-87.72934583900002,"(41.975600106, -87.72934583900002)"
2738,Oakton & Karlov,42.02620000000002,-87.73060099999998,"(42.02620000000002, -87.73060099999998)"
2739,Oakton & Crawford,42.02619900000002,-87.728300999,"(42.02619900000002, -87.728300999)"
2740,Karlov & Archer,41.80121268699997,-87.72576626300003,"(41.80121268699997, -87.72576626300003)"
2741,Pulaski & 41st Street,41.81830402600002,-87.72381329199999,"(41.81830402600002, -87.72381329199999)"
2742,3300 S Pulaski,41.83279893500003,-87.724141659,"(41.83279893500003, -87.724141659)"
2743,Pulaski & 15th Street,41.86090455800002,-87.72493400600001,"(41.86090455800002, -87.72493400600001)"
2744,Pulaski & 14th Street,41.86268890100001,-87.72497574099998,"(41.86268890100001, -87.72497574099998)"
2745,Pulaski & Fillmore,41.86772762300001,-87.72534037399998,"(41.86772762300001, -87.72534037399998)"
2746,Pulaski & Ferdinand,41.88978543600001,-87.726014868,"(41.88978543600001, -87.726014868)"
2747,Pulaski & Augusta,41.89892402200002,-87.72628806,"(41.89892402200002, -87.72628806)"
2748,Division & Pulaski,41.90274480800002,-87.72609818699999,"(41.90274480800002, -87.72609818699999)"
2749,Grand & Pulaski,41.90615974500002,-87.72626560100002,"(41.90615974500002, -87.72626560100002)"
2750,Armitage & Springfield,41.917138405,-87.72432923000002,"(41.917138405, -87.72432923000002)"
2751,Pulaski & Fullerton,41.92426741200001,-87.72689273700001,"(41.92426741200001, -87.72689273700001)"
2752,Fullerton & Pulaski,41.92435352400003,-87.72695687700002,"(41.92435352400003, -87.72695687700002)"
2753,Belmont & Pulaski,41.93916855200001,-87.72738397900002,"(41.93916855200001, -87.72738397900002)"
2754,Milwaukee & Springfield,41.93982099999999,-87.72514399900001,"(41.93982099999999, -87.72514399900001)"
2755,Pulaski & Cornelia,41.94447989299999,-87.72724469399998,"(41.94447989299999, -87.72724469399998)"
2756,Addison & Pulaski,41.94643976999998,-87.72726221800002,"(41.94643976999998, -87.72726221800002)"
2757,Pulaski & Avondale,41.950667544,-87.72742100599999,"(41.950667544, -87.72742100599999)"
2758,Foster & Avers,41.97558298000001,-87.724499191,"(41.97558298000001, -87.724499191)"
2759,Pulaski & 107th Street,41.69850894699999,-87.72051155399998,"(41.69850894699999, -87.72051155399998)"
2760,Pulaski & 104th Street Terminal,41.70415900099999,-87.72062499999998,"(41.70415900099999, -87.72062499999998)"
2761,Pulaski & 102nd Street,41.70747321800002,-87.72073030000001,"(41.70747321800002, -87.72073030000001)"
2762,Pulaski & 99th Street,41.71300848700002,-87.72093894599999,"(41.71300848700002, -87.72093894599999)"
2763,Pulaski & 96th Street,41.71870751699998,-87.72116225600001,"(41.71870751699998, -87.72116225600001)"
2764,Pulaski & 97th Street,41.71693660699998,-87.72131485300002,"(41.71693660699998, -87.72131485300002)"
2765,Pulaski & 94th Street,41.72223490800002,-87.72121728899998,"(41.72223490800002, -87.72121728899998)"
2766,Pulaski & 95th Street,41.7202509,-87.72145138399998,"(41.7202509, -87.72145138399998)"
2767,Pulaski & 77th Street,41.75272437500001,-87.72187149899997,"(41.75272437500001, -87.72187149899997)"
2768,Pulaski & 76th Street,41.75486624799998,-87.722075126,"(41.75486624799998, -87.722075126)"
2769,Pulaski & 70th Street,41.765808521,-87.72226335099998,"(41.765808521, -87.72226335099998)"
2770,Pulaski & 65th Street,41.77509099999997,-87.72272600000002,"(41.77509099999997, -87.72272600000002)"
2771,Pulaski & 61st Street,41.78237200000001,-87.722918999,"(41.78237200000001, -87.722918999)"
2772,55th Street & Pulaski,41.79314298700001,-87.72266952199999,"(41.79314298700001, -87.72266952199999)"
2773,Pulaski & 56th Street,41.79129140100002,-87.72291460399998,"(41.79129140100002, -87.72291460399998)"
2774,Cermak & Springfield,41.85150812699999,-87.72203256300003,"(41.85150812699999, -87.72203256300003)"
2775,16th Street & Springfield,41.85883100000001,-87.72258699899999,"(41.85883100000001, -87.72258699899999)"
2776,Roosevelt & Independence,41.86632553099997,-87.719385257,"(41.86632553099997, -87.719385257)"
2777,Harrison & Springfield,41.873419001,-87.72308699899997,"(41.873419001, -87.72308699899997)"
2778,Chicago & Springfield,41.89535017100002,-87.72370371900001,"(41.89535017100002, -87.72370371900001)"
2779,Division & Springfield,41.90262500099999,-87.723968001,"(41.90262500099999, -87.723968001)"
2780,Fullerton & Hamlin,41.92465110299997,-87.72190277099998,"(41.92465110299997, -87.72190277099998)"
2781,Pulaski & 115th Street,41.68415299999998,-87.71995600000002,"(41.68415299999998, -87.71995600000002)"
2782,111th Street & Harding Terminal,41.69107580299999,-87.719253111,"(41.69107580299999, -87.719253111)"
2783,26th Street & Hamlin,41.84437240599999,-87.719579297,"(41.84437240599999, -87.719579297)"
2784,Ogden & Hamlin,41.852960725,-87.71985919500003,"(41.852960725, -87.71985919500003)"
2785,16th Street & Lawndale,41.85888599999998,-87.717762,"(41.85888599999998, -87.717762)"
2786,Grand & Lawndale,41.90349800000001,-87.719491,"(41.90349800000001, -87.719491)"
2787,Montrose & Central Park,41.96112505600001,-87.718313164,"(41.96112505600001, -87.718313164)"
2788,Foster & Monticello,41.97568397999999,-87.71969918299999,"(41.97568397999999, -87.71969918299999)"
2789,Central Street & Central Park,42.06435560699998,-87.71784394899998,"(42.06435560699998, -87.71784394899998)"
2790,115th Street & Lawndale,41.68415485499997,-87.71290704799998,"(41.68415485499997, -87.71290704799998)"
2791,111th Street & Lawndale,41.691311902,-87.71326209900002,"(41.691311902, -87.71326209900002)"
2792,87th Street & Hamlin,41.73483984799998,-87.71603448500002,"(41.73483984799998, -87.71603448500002)"
2793,71st Street & Lawndale,41.76424748400001,-87.71490598899999,"(41.76424748400001, -87.71490598899999)"
2794,63rd Street & Lawndale,41.77869370399998,-87.71524271800001,"(41.77869370399998, -87.71524271800001)"
2795,Central Park & 25th Street,41.84637700000002,-87.714763,"(41.84637700000002, -87.714763)"
2796,Central Park & 24th Street,41.847938,-87.714815998,"(41.847938, -87.714815998)"
2797,Central Park & 16th Street,41.85918235700001,-87.71512363,"(41.85918235700001, -87.71512363)"
2798,16th Street & Central Park,41.85890315400002,-87.71538277000002,"(41.85890315400002, -87.71538277000002)"
2799,Fullerton & St. Louis,41.92470113899998,-87.714229719,"(41.92470113899998, -87.714229719)"
2800,Belmont & St. Louis,41.939305515,-87.71487204499999,"(41.939305515, -87.71487204499999)"
2801,Lawrence & Kimball (Brown Line),41.96848270700002,-87.71319839900002,"(41.96848270700002, -87.71319839900002)"
2802,Kimball & Balmoral,41.97927600000003,-87.71356400100001,"(41.97927600000003, -87.71356400100001)"
2803,Kimball & Catalpa,41.98127700100002,-87.713754,"(41.98127700100002, -87.713754)"
2804,Kimball & Thorndale,41.98853100000002,-87.714002,"(41.98853100000002, -87.714002)"
2805,McCormick & Lincoln,41.99470784499999,-87.714046429,"(41.99470784499999, -87.714046429)"
2806,Oakton & St. Louis,42.02619900000002,-87.71590099899998,"(42.02619900000002, -87.71590099899998)"
2807,103rd Street & Central Park,41.70616318600003,-87.71092642399998,"(41.70616318600003, -87.71092642399998)"
2808,63rd Street & St. Louis,41.77878102300002,-87.71010176599998,"(41.77878102300002, -87.71010176599998)"
2809,55th Street & St. Louis,41.79347149699998,-87.71137989800002,"(41.79347149699998, -87.71137989800002)"
2810,St. Louis & 38th Place,41.82345677900003,-87.71183724100001,"(41.82345677900003, -87.71183724100001)"
2811,Ogden & St. Louis,41.85560319000001,-87.71256536700002,"(41.85560319000001, -87.71256536700002)"
2812,Roosevelt & Homan,41.86627365999999,-87.71022589400002,"(41.86627365999999, -87.71022589400002)"
2813,Homan & Lexington,41.87173300000001,-87.710647999,"(41.87173300000001, -87.710647999)"
2814,Homan & Arthington,41.86981300000002,-87.710733,"(41.86981300000002, -87.710733)"
2815,Congress & Homan,41.87459473799998,-87.71053731400002,"(41.87459473799998, -87.71053731400002)"
2816,Homan & Jackson,41.87740778800003,-87.710820651,"(41.87740778800003, -87.710820651)"
2817,Homan & Madison,41.88109922400002,-87.71110069299999,"(41.88109922400002, -87.71110069299999)"
2818,Homan & Washington,41.88280300000002,-87.71109299900002,"(41.88280300000002, -87.71109299900002)"
2819,Homan & Chicago,41.89524721599997,-87.71151726199997,"(41.89524721599997, -87.71151726199997)"
2820,Division & Homan,41.90286912699997,-87.71200814100001,"(41.90286912699997, -87.71200814100001)"
2821,Kimball & Dickens,41.91924899999998,-87.711999999,"(41.91924899999998, -87.711999999)"
2822,Fullerton & Spaulding,41.92476873700002,-87.71054667499999,"(41.92476873700002, -87.71054667499999)"
2823,Kimball & Altgeld,41.92655400000001,-87.71223200100002,"(41.92655400000001, -87.71223200100002)"
2824,Kimball & Wisner/Wellington,41.93536357599999,-87.712444463,"(41.93536357599999, -87.712444463)"
2825,Kimball & Elston,41.94904318499999,-87.71284585799998,"(41.94904318499999, -87.71284585799998)"
2826,Lincoln & Jersey,41.99306426200002,-87.711412569,"(41.99306426200002, -87.711412569)"
2827,Kedzie & Arthur,41.99913276799998,-87.70926276699998,"(41.99913276799998, -87.70926276699998)"
2828,71st Street & Homan,41.76422865699999,-87.707612288,"(41.76422865699999, -87.707612288)"
2829,59th Street & Homan,41.78623892399997,-87.70807411099997,"(41.78623892399997, -87.70807411099997)"
2830,Cermak & Spaulding,41.85180097900002,-87.707569358,"(41.85180097900002, -87.707569358)"
2831,Kedzie & Cermak,41.85192851400001,-87.705172704,"(41.85192851400001, -87.705172704)"
2832,Kedzie & 13th Street,41.86448500099999,-87.705536,"(41.86448500099999, -87.705536)"
2833,Kedzie & Fillmore,41.86813599999999,-87.70565200099998,"(41.86813599999999, -87.70565200099998)"
2834,Roosevelt & Kedzie,41.86650057600002,-87.705402693,"(41.86650057600002, -87.705402693)"
2835,Madison & Spaulding,41.88099199999999,-87.708572,"(41.88099199999999, -87.708572)"
2836,Grand & Kedzie,41.89809461499999,-87.706275597,"(41.89809461499999, -87.706275597)"
2837,Division & Spaulding,41.90275400000002,-87.70945199900001,"(41.90275400000002, -87.70945199900001)"
2838,Fullerton & Kedzie,41.92461782700002,-87.70764673399998,"(41.92461782700002, -87.70764673399998)"
2839,Kedzie & Lawrence,41.96877960199998,-87.708398891,"(41.96877960199998, -87.708398891)"
2840,Lincoln & Kedzie,41.99141434900002,-87.70884993800001,"(41.99141434900002, -87.70884993800001)"
2841,Devon & Kedzie,41.99745861100001,-87.709189595,"(41.99745861100001, -87.709189595)"
2842,Kedzie & Touhy,42.01197222299999,-87.70914201099998,"(42.01197222299999, -87.70914201099998)"
2843,Kedzie & 99th Street,41.71325954899999,-87.70131559599997,"(41.71325954899999, -87.70131559599997)"
2844,Kedzie & 95th Street,41.72052555599998,-87.701712918,"(41.72052555599998, -87.701712918)"
2845,Kedzie & 92nd Street,41.726292108,-87.70212113899998,"(41.726292108, -87.70212113899998)"
2846,Kedzie & 89th Street,41.731697,-87.70210100000003,"(41.731697, -87.70210100000003)"
